Transposon_Name	orientation_is_5prime	Transposon_min_Start	Transposon_max_End	Transposon_Family	Transposon_Super_Family
AT5TE73590	false	20426725	20426890	TAG2	DNA/HAT
AT5TE50910	true	14238827	14238891	VANDALNX2	DNA/MuDR
AT5TE64650	false	17912994	17913158	ATLINE1_3A	LINE/L1
AT5TE38065	false	10432609	10432774	VANDAL1N1	DNA/MuDR
AT5TE84835	true	23589154	23589320	ATREP1	RC/Helitron
AT5TE45045	false	12738299	12738463	ATGP10	LTR/Gypsy
AT5TE38290	false	10503261	10503424	ATCOPIA56	LTR/Copia
AT5TE33955	false	9363988	9364113	RathE3_cons	RathE3_cons
AT5TE31110	false	8599715	8599878	ATHILA4D_LTR	LTR/Gypsy
AT5TE18880	true	5217347	5217512	ATREP16	DNA/MuDR
AT5TE47005	true	13226882	13227048	ATENSPM9	DNA/En-Spm
AT5TE00870	false	250799	250963	HARBINGER	DNA/Harbinger
AT5TE70840	false	19684999	19685167	ATDNAI27T9A	DNA/MuDR
AT5TE74255	true	20615620	20615790	ATENSPM3	DNA/En-Spm
AT5TE74135	true	20582278	20582448	ATENSPM3	DNA/En-Spm
AT5TE81850	false	22748305	22748477	ATCOPIA24	LTR/Copia
AT5TE88745	true	24660147	24660321	ATHILA6A	LTR/Gypsy
AT5TE39315	true	10816631	10820541	ATENSPM2	DNA/En-Spm
AT5TE53940	false	14955768	14955941	HELITRONY1E	RC/Helitron
AT5TE04820	false	1326724	1326897	ATENSPM1A	DNA/En-Spm
AT5TE38810	false	10661303	10663719	ATLINE1_4	LINE/L1
AT5TE31645	true	8746717	8746891	ATREP1	RC/Helitron
AT5TE57075	true	15811603	15811777	ATHATN2	DNA/HAT
AT5TE48420	false	13621995	13622158	ATREP5	RC/Helitron
AT5TE27040	false	7478461	7478632	RathE3_cons	RathE3_cons
AT5TE18535	true	5128858	5129030	ATHATN7	DNA/HAT
AT5TE39935	false	10977505	10979826	HELITRON1	RC/Helitron
AT5TE41490	false	11477465	11477605	ENDOVIR1	LTR/Copia
AT5TE39040	false	10725612	10725636	ATHILA4A	LTR/Gypsy
AT5TE09450	false	2602957	2603130	ATREP11	RC/Helitron
AT5TE52190	true	14498507	14500832	HELITRONY1A	RC/Helitron
AT5TE84440	false	23484839	23485012	LIMPET1	DNA/MuDR
AT5TE40380	false	11149769	11152097	ATHILA8A	LTR/Gypsy
AT5TE61110	false	16930876	16931050	ATREP10B	RC/Helitron
AT5TE54745	false	15138849	15139023	ATREP10D	RC/Helitron
AT5TE47930	true	13515971	13516048	ATREP3	RC/Helitron
AT5TE44780	false	12651185	12651257	ATREP5	RC/Helitron
AT5TE49005	true	13761107	13761230	RathE3_cons	RathE3_cons
AT5TE94615	false	26276015	26276186	ATREP3	RC/Helitron
AT5TE53180	false	14753370	14753421	HELITRONY1D	RC/Helitron
AT5TE20325	false	5610544	5610564	ATTIRX1B	DNA
AT5TE58315	true	16134439	16134471	VANDAL8	DNA/MuDR
AT5TE57285	true	15867269	15867444	ATHILA4A	LTR/Gypsy
AT5TE46595	false	13095127	13095300	ATREP18	DNA
AT5TE39200	false	10775173	10775346	HELITRON1	RC/Helitron
AT5TE51960	true	14439207	14441532	HELITRONY1A	RC/Helitron
AT5TE74490	false	20674822	20674995	ATREP1	RC/Helitron
AT5TE08550	false	2351731	2351902	SIMPLEHAT2	DNA/HAT
AT5TE30260	true	8368942	8369115	ATLINE1A	LINE/L1
AT5TE56965	true	15779841	15779987	ATREP4	RC/Helitron
AT5TE71255	true	19799140	19799228	BRODYAGA1A	DNA/MuDR
AT5TE74250	true	20613316	20613487	ATENSPM7	DNA/En-Spm
AT5TE74130	true	20579974	20580145	ATENSPM7	DNA/En-Spm
AT5TE60110	false	16649146	16649315	ATHATN6	DNA/HAT
AT5TE48760	false	13703289	13703431	RathE1_cons	RathE1_cons
AT5TE36340	false	9983229	9983248	ATCOPIA19	LTR/Copia
AT5TE38295	false	10504867	10505036	ATCOPIA56	LTR/Copia
AT5TE55725	true	15404258	15404429	ATREP5	RC/Helitron
AT5TE19645	false	5427784	5430092	ATREP3	RC/Helitron
AT5TE46525	true	13077930	13077956	HELITRONY1D	RC/Helitron
AT5TE35405	true	9748189	9748359	BRODYAGA1A	DNA/MuDR
AT5TE33905	true	9355052	9355152	SIMPLEHAT2	DNA/HAT
AT5TE29300	true	8102877	8103047	ATLINE1_5	LINE/L1
AT5TE26870	true	7430838	7431008	ATTIRTA1	DNA/Tc1
AT5TE56565	false	15639650	15639819	SIMPLEHAT1	DNA/HAT
AT5TE34055	false	9386447	9386621	META1	LTR/Copia
AT5TE37030	true	10167565	10167601	BRODYAGA2	DNA/MuDR
AT5TE61525	true	17040988	17041358	ARNOLDY1	DNA/MuDR
AT5TE36750	false	10081723	10081893	ATCOPIA13	LTR/Copia
AT5TE32330	true	8921536	8921708	ATLINE1A	LINE/L1
AT5TE16500	true	4561192	4561364	RathE3_cons	RathE3_cons
AT5TE78640	false	21832304	21834623	TA11	LINE/L1
AT5TE13050	false	3596320	3596491	ATMU5	DNA/MuDR
AT5TE51805	false	14396468	14396638	RathE1_cons	RathE1_cons
AT5TE36715	false	10074632	10074801	HELITRON4	RC/Helitron
AT5TE52035	false	14455767	14455937	RathE1_cons	RathE1_cons
AT5TE62940	false	17425250	17425420	ATLINE1_6	LINE/L1
AT5TE43120	false	12084764	12084934	BRODYAGA2	DNA/MuDR
AT5TE33935	false	9362158	9362328	ATREP10D	RC/Helitron
AT5TE06885	false	1899150	1899240	ATREP5	RC/Helitron
AT5TE94190	false	26161404	26161574	ATTIRTA1	DNA/Tc1
AT5TE62870	false	17407244	17407414	HELITRONY3	RC/Helitron
AT5TE41660	true	11521997	11524317	ATHILA4A	LTR/Gypsy
AT5TE57030	false	15800470	15800692	ATLINE1_3A	LINE/L1
AT5TE62755	true	17367208	17367400	ATREP1	RC/Helitron
AT5TE55655	false	15385585	15387960	ATREP5	RC/Helitron
AT5TE55300	true	15286260	15286474	RP1_AT	DNA
AT5TE57770	false	16003226	16003438	ATREP17	DNA/MuDR
AT5TE45125	true	12777020	12777234	ATLANTYS1	LTR/Gypsy
AT5TE18470	true	5112921	5113135	ATMU10	DNA/MuDR
AT5TE33120	true	9155765	9155979	RathE2_cons	RathE2_cons
AT5TE56795	false	15728195	15728407	ATMU5	DNA/MuDR
AT5TE36560	false	10041504	10041716	ATREP3	RC/Helitron
AT5TE38840	true	10672977	10673191	BRODYAGA1A	DNA/MuDR
AT5TE48225	true	13579268	13579466	HELITRONY1A	RC/Helitron
AT5TE14340	false	3960295	3960506	HARBINGER	DNA/Harbinger
AT5TE02190	false	610118	610329	HELITRONY3A	RC/Helitron
AT5TE07950	false	2186797	2189238	ATREP5	RC/Helitron
AT5TE40230	true	11093754	11093903	ATDNA12T3A	DNA
AT5TE11920	true	3277946	3278160	ATGP1	LTR/Gypsy
AT5TE66500	false	18475044	18479084	VANDAL3	DNA/MuDR
AT5TE49955	true	14012276	14012491	ATMU1	DNA/MuDR
AT5TE06865	false	1896185	1896398	ATREP10D	RC/Helitron
AT5TE62215	false	17221022	17221120	ATREP4	RC/Helitron
AT5TE72455	true	20119134	20119351	ATREP10D	RC/Helitron
AT5TE49535	true	13899942	13900159	ATGP10	LTR/Gypsy
AT5TE44840	true	12661283	12661492	ATREP6	RC/Helitron
AT5TE44110	false	12442361	12442576	ATHAT1	DNA/HAT
AT5TE65800	false	18282889	18283103	ATHATN5	DNA/HAT
AT5TE62895	false	17413088	17413148	ATREP11	RC/Helitron
AT5TE84560	false	23516634	23516848	ATHATN3	DNA/HAT
AT5TE01120	false	317428	317642	RathE1_cons	RathE1_cons
AT5TE73930	false	20519185	20519340	ATREP3	RC/Helitron
AT5TE50690	false	14188284	14188498	ATDNATA1	DNA/Mariner
AT5TE46630	true	13102301	13102351	ATREP11	RC/Helitron
AT5TE39615	false	10900400	10900614	VANDALNX2	DNA/MuDR
AT5TE30245	true	8365210	8365237	ATCOPIA91	LTR/Copia
AT5TE76910	true	21357722	21357754	ATREP10D	RC/Helitron
AT5TE53740	false	14900628	14900843	ATREP10D	RC/Helitron
AT5TE06870	false	1896399	1896548	ATREP3	RC/Helitron
AT5TE24020	true	6630718	6630997	ATDNAI27T9A	DNA/MuDR
AT5TE20970	false	5796725	5796933	ATENSPM5	DNA/En-Spm
AT5TE32835	false	9078498	9078706	ATREP4	RC/Helitron
AT5TE44200	false	12466485	12468918	VANDAL6	DNA/MuDR
AT5TE56320	true	15577493	15577704	HELITRONY1B	RC/Helitron
AT5TE87460	false	24313388	24313523	HELITRONY1B	RC/Helitron
AT5TE32455	true	8964442	8964535	HELITRONY1B	RC/Helitron
AT5TE70870	false	19693946	19694154	DT1	DNA/Mariner
AT5TE68890	false	19148514	19148722	ATREP10D	RC/Helitron
AT5TE31640	false	8744285	8746716	ATREP3	RC/Helitron
AT5TE53085	false	14731985	14732193	ATREP10D	RC/Helitron
AT5TE19655	false	5430193	5430401	ATREP9	RC/Helitron
AT5TE02230	true	620137	620347	VANDAL17	DNA/MuDR
AT5TE81775	false	22726165	22726373	VANDAL4	DNA/MuDR
AT5TE66535	false	18480733	18480941	ATDNA2T9A	DNA/MuDR
AT5TE62730	false	17359902	17360111	ATREP8	RC/Helitron
AT5TE95845	false	26612976	26613185	ATREP15	RC/Helitron
AT5TE57090	true	15813251	15813462	ATHATN2	DNA/HAT
AT5TE33480	false	9260155	9260366	ATMU1	DNA/MuDR
AT5TE26390	true	7299148	7299361	ATHATN4	DNA/HAT
AT5TE41620	false	11512863	11515293	META1	LTR/Copia
AT5TE61345	false	16996654	16996865	ATMUN1	DNA/MuDR
AT5TE30490	false	8428031	8428242	ATDNAI27T9C	DNA/MuDR
AT5TE49490	true	13886323	13886471	ATLINEIII	LINE/L1
AT5TE23435	true	6476999	6477212	ATMU2	DNA/MuDR
AT5TE83625	true	23258957	23259169	HELITRONY2	RC/Helitron
AT5TE58955	false	16322760	16322970	ATCOPIA28	LTR/Copia
AT5TE55600	false	15372820	15373029	ATCOPIA81	LTR/Copia
AT5TE48990	false	13757933	13758142	ATMU10	DNA/MuDR
AT5TE41650	false	11521095	11521304	ATGP2N	LTR/Gypsy
AT5TE37605	true	10293590	10293801	VANDAL6	DNA/MuDR
AT5TE45020	true	12730321	12730533	ATENSPM6	DNA/En-Spm
AT5TE14135	true	3895818	3896030	ATLINE1A	LINE/L1
AT5TE37840	true	10369927	10369951	ATREP7	RC/Helitron
AT5TE64215	false	17781777	17781992	ATHILA7	LTR/Gypsy
AT5TE62465	false	17281829	17282044	ATLINE1A	LINE/L1
AT5TE53340	false	14795608	14795827	VANDAL8	DNA/MuDR
AT5TE61235	false	16966677	16966896	ATHAT1	DNA/HAT
AT5TE52305	true	14546410	14546631	ATHATN2	DNA/HAT
AT5TE49075	true	13780660	13783121	ATLANTYS1	LTR/Gypsy
AT5TE52290	false	14540733	14540952	TAG1	DNA/HAT
AT5TE62130	false	17197158	17197232	ATREP4	RC/Helitron
AT5TE73540	true	20413466	20413668	HELITRONY1D	RC/Helitron
AT5TE43630	false	12283802	12283860	ATHILA5	LTR/Gypsy
AT5TE33345	true	9224871	9224892	ATREP3	RC/Helitron
AT5TE02575	true	707161	707217	VANDAL8	DNA/MuDR
AT5TE55370	false	15300980	15301076	ATDNA2T9B	DNA/MuDR
AT5TE49225	false	13812321	13812348	ATREP10B	RC/Helitron
AT5TE47050	false	13238906	13239125	BRODYAGA1A	DNA/MuDR
AT5TE48575	false	13654357	13654577	ATREP10D	RC/Helitron
AT5TE46875	true	13181397	13181586	ATHATN3	DNA/HAT
AT5TE22175	true	6118486	6118643	HELITRONY3	RC/Helitron
AT5TE51000	true	14268565	14271027	TA11	LINE/L1
AT5TE69985	false	19449330	19449547	ATLINE1A	LINE/L1
AT5TE47835	false	13488099	13488136	ATREP10A	RC/Helitron
AT5TE38100	false	10451135	10451357	BRODYAGA2	DNA/MuDR
AT5TE27085	true	7489393	7489520	HELITRONY1E	RC/Helitron
AT5TE58240	false	16119349	16119376	VANDAL1	DNA/MuDR
AT5TE95380	false	26482936	26485402	ATREP5	RC/Helitron
AT5TE34170	true	9412829	9413037	ATLINE1_6	LINE/L1
AT5TE39195	true	10774731	10774954	ATENSPM5	DNA/En-Spm
AT5TE46675	true	13117645	13117867	ATHILA4C	LTR/Gypsy
AT5TE47240	false	13340658	13340791	ARNOLDY2	DNA/MuDR
AT5TE40305	true	11123326	11123363	ATENSPM6	DNA/En-Spm
AT5TE13160	false	3628076	3628297	ATLINEIII	LINE/L1
AT5TE57790	true	16009986	16010209	TSCL	LINE?
AT5TE50625	true	14182562	14182592	ATDNAI27T9C	DNA/MuDR
AT5TE53595	false	14869401	14869499	VANDAL9	DNA/MuDR
AT5TE01185	false	335084	335154	BRODYAGA2	DNA/MuDR
AT5TE37345	false	10239969	10240187	HELITRONY3A	RC/Helitron
AT5TE54995	false	15199470	15199688	ATREP3	RC/Helitron
AT5TE37485	false	10268586	10268716	ATREP15	RC/Helitron
AT5TE35925	false	9868191	9868369	HELITRONY3	RC/Helitron
AT5TE23525	true	6503434	6503628	ATREP6	RC/Helitron
AT5TE39860	false	10960594	10960628	ATENSPM9	DNA/En-Spm
AT5TE08075	true	2222112	2222331	VANDAL1	DNA/MuDR
AT5TE54530	false	15085147	15085364	ATREP16	DNA/MuDR
AT5TE83620	false	23256200	23256417	VANDAL17	DNA/MuDR
AT5TE56425	true	15604273	15604492	ATREP1	RC/Helitron
AT5TE33475	true	9259176	9259394	ATMU1	DNA/MuDR
AT5TE18975	false	5240255	5240470	VANDAL8	DNA/MuDR
AT5TE38325	false	10509633	10509849	ATENSPM7	DNA/En-Spm
AT5TE33260	true	9196074	9196292	ATREP10A	RC/Helitron
AT5TE51220	false	14317396	14317612	ATREP4	RC/Helitron
AT5TE45150	true	12781224	12781434	ATENSPM11	DNA/En-Spm
AT5TE65885	false	18306612	18306829	ATREP16	DNA/MuDR
AT5TE34875	true	9613715	9613924	ATREP3	RC/Helitron
AT5TE41885	true	11595667	11599316	ATCOPIA65	LTR/Copia
AT5TE68220	false	18961392	18961609	ATLINE1A	LINE/L1
AT5TE50480	false	14143596	14143814	ATREP3	RC/Helitron
AT5TE48620	false	13666129	13666347	BRODYAGA1A	DNA/MuDR
AT5TE85460	false	23762786	23763004	ATREP9	RC/Helitron
AT5TE78685	false	21843436	21843635	ATREP10D	RC/Helitron
AT5TE73085	false	20294975	20295007	RP1_AT	DNA
AT5TE56105	false	15523580	15523798	ATREP3	RC/Helitron
AT5TE74755	false	20750456	20750576	HELITRONY1E	RC/Helitron
AT5TE25065	false	6906607	6906825	BRODYAGA1A	DNA/MuDR
AT5TE41355	true	11428657	11437942	ATLANTYS2	LTR/Gypsy
AT5TE55005	false	15203162	15203379	ATDNA12T3_2	DNA
AT5TE42750	false	11957359	11957576	BRODYAGA1A	DNA/MuDR
AT5TE39045	false	10725637	10728091	ATHILA4A	LTR/Gypsy
AT5TE54010	true	14973183	14973403	ATHILA4A	LTR/Gypsy
AT5TE47170	false	13310035	13310253	ATENSPM6	DNA/En-Spm
AT5TE31465	false	8701308	8701526	ATENSPM2	DNA/En-Spm
AT5TE37565	false	10283950	10284140	BRODYAGA1A	DNA/MuDR
AT5TE45975	false	12916129	12916336	ATDNAI26T9	DNA/MuDR
AT5TE34705	false	9552596	9552803	RathE1_cons	RathE1_cons
AT5TE78855	false	21896710	21896906	ATLINE1_1	LINE/L1
AT5TE33255	false	9195877	9196073	ATREP7	RC/Helitron
AT5TE49415	false	13868353	13868549	ATHATN6	DNA/HAT
AT5TE16840	true	4656744	4656942	VANDAL8	DNA/MuDR
AT5TE27630	false	7644546	7644741	ATREP3	RC/Helitron
AT5TE37500	true	10271171	10271369	HELITRONY3	RC/Helitron
AT5TE48805	false	13712478	13712674	ATREP3	RC/Helitron
AT5TE25605	true	7076707	7076905	ATREP10A	RC/Helitron
AT5TE36090	false	9908726	9908765	ATLANTYS2	LTR/Gypsy
AT5TE32955	true	9115189	9115386	VANDAL2N1	DNA/MuDR
AT5TE26395	true	7300408	7300605	SIMPLEHAT1	DNA/HAT
AT5TE24025	true	6631439	6631636	LIMPET1	DNA/MuDR
AT5TE45120	true	12776836	12777019	ATHILA3	LTR/Gypsy
AT5TE76560	true	21263817	21264016	ATLINEIII	LINE/L1
AT5TE87420	false	24303058	24305454	ATREP15	RC/Helitron
AT5TE36210	false	9945113	9945249	ATHPOGON1	DNA/Pogo
AT5TE60330	true	16713925	16714124	ATLINE1_1	LINE/L1
AT5TE52450	false	14589835	14590032	ATMU2	DNA/MuDR
AT5TE50785	false	14211082	14211239	HELITRONY1A	RC/Helitron
AT5TE49460	false	13879089	13879286	ATLINE1_4	LINE/L1
AT5TE48425	true	13622159	13622194	ATREP5	RC/Helitron
AT5TE24050	false	6634423	6634620	LIMPET1	DNA/MuDR
AT5TE68455	false	19028039	19028236	ATLINE1_5	LINE/L1
AT5TE53150	true	14747023	14747220	ATLINE1_3A	LINE/L1
AT5TE72010	false	19998125	19998159	RP1_AT	DNA
AT5TE72995	true	20266958	20267157	ATREP4	RC/Helitron
AT5TE51105	false	14294829	14295026	RathE1_cons	RathE1_cons
AT5TE48435	true	13622221	13622420	ATREP3	RC/Helitron
AT5TE39340	false	10823074	10823271	ATDNA2T9C	DNA/MuDR
AT5TE41245	true	11388076	11390475	ROMANIAT5	LTR/Copia
AT5TE30270	false	8373215	8373412	ATLINE1_3A	LINE/L1
AT5TE40415	true	11163732	11166119	ATHILA4A	LTR/Gypsy
AT5TE42890	true	12004084	12004267	ATHILA4A	LTR/Gypsy
AT5TE33330	false	9221732	9221927	ATREP15	RC/Helitron
AT5TE61530	false	17041088	17041283	ARNOLDY2	DNA/MuDR
AT5TE53295	false	14780719	14780744	ATHILA8A	LTR/Gypsy
AT5TE11330	false	3114283	3116667	ATREP5	RC/Helitron
AT5TE38435	false	10536033	10536066	HELITRONY3	RC/Helitron
AT5TE35370	false	9741455	9741478	ATREP10D	RC/Helitron
AT5TE40260	false	11100323	11102707	ATHILA4	LTR/Gypsy
AT5TE08870	true	2441253	2443637	ATCOPIA18	LTR/Copia
AT5TE22490	true	6205870	6206064	TA11	LINE/L1
AT5TE62320	false	17247498	17247600	HELITRONY3	RC/Helitron
AT5TE48415	false	13619951	13621994	ATREP5	RC/Helitron
AT5TE44025	false	12420798	12420989	ATREP10D	RC/Helitron
AT5TE06875	false	1896549	1898926	ATREP3	RC/Helitron
AT5TE13390	false	3688582	3688773	TA11	LINE/L1
AT5TE86415	true	24022799	24022992	VANDAL17	DNA/MuDR
AT5TE34085	false	9394089	9394234	HELITRONY3	RC/Helitron
AT5TE02720	true	745191	745241	HELITRONY3	RC/Helitron
AT5TE63140	false	17475208	17477593	ARNOLDY2	DNA/MuDR
AT5TE80390	false	22335635	22335769	ATREP1	RC/Helitron
AT5TE70270	true	19526569	19526601	RP1_AT	DNA
AT5TE57585	false	15949446	15949640	ATMU10	DNA/MuDR
AT5TE31115	false	8601305	8601499	HELITRONY1B	RC/Helitron
AT5TE83185	false	23123858	23123918	ATMU10	DNA/MuDR
AT5TE61250	true	16968568	16968679	HELITRONY1B	RC/Helitron
AT5TE91535	false	25447743	25447937	VANDAL17	DNA/MuDR
AT5TE40030	false	11025028	11025223	HELITRONY1B	RC/Helitron
AT5TE11220	true	3084693	3084786	ATDNAI27T9A	DNA/MuDR
AT5TE56815	true	15733759	15733955	ATREP10D	RC/Helitron
AT5TE49125	true	13797563	13797758	ATHATN7	DNA/HAT
AT5TE39265	true	10801702	10801897	TAG2	DNA/HAT
AT5TE35225	true	9707645	9707752	HELITRONY1B	RC/Helitron
AT5TE31965	false	8830622	8830812	BRODYAGA2	DNA/MuDR
AT5TE95120	false	26414970	26415164	ATCOPIA76	LTR/Copia
AT5TE52510	false	14608001	14608094	ATREP9	RC/Helitron
AT5TE60010	false	16622849	16623047	ATDNA12T3_2	DNA
AT5TE44005	true	12418034	12418234	HELITRONY3	RC/Helitron
AT5TE38215	false	10480207	10480405	RathE1_cons	RathE1_cons
AT5TE48885	false	13726319	13726523	HELITRON1	RC/Helitron
AT5TE67370	true	18712819	18713025	ATMUNX1	DNA/MuDR
AT5TE44885	false	12673532	12673736	VANDAL17	DNA/MuDR
AT5TE45140	false	12779559	12779757	ATHILA8A	LTR/Gypsy
AT5TE73560	true	20420205	20420391	ATDNA12T3_2	DNA
AT5TE10555	false	2897879	2898083	HELITRONY1D	RC/Helitron
AT5TE17140	false	4736684	4736712	HELITRONY1B	RC/Helitron
AT5TE26790	false	7412816	7413020	ATDNAI27T9A	DNA/MuDR
AT5TE40675	true	11228553	11228758	ATHILA2	LTR/Gypsy
AT5TE38735	false	10636893	10637096	ATENSPM6	DNA/En-Spm
AT5TE49930	true	14002620	14005039	ATREP5	RC/Helitron
AT5TE44725	false	12623080	12623691	ATHILA3	LTR/Gypsy
AT5TE52835	false	14677326	14677601	BOMZH2	DNA/MuDR
AT5TE38425	true	10533848	10534055	ARNOLDY2	DNA/MuDR
AT5TE68270	true	18980150	18980357	BRODYAGA2	DNA/MuDR
AT5TE49505	false	13891925	13892073	ATREP8	RC/Helitron
AT5TE64930	true	17996704	17996911	ATCOPIA57	LTR/Copia
AT5TE56520	true	15623691	15623900	ATLINE1A	LINE/L1
AT5TE41365	true	11439270	11439289	ROMANIAT5	LTR/Copia
AT5TE09455	true	2603142	2605573	ATREP5	RC/Helitron
AT5TE50950	false	14252985	14253192	ATENSPM2	DNA/En-Spm
AT5TE37265	false	10217671	10217878	VANDALNX1	DNA/MuDR
AT5TE13650	true	3761023	3761231	VANDAL7	DNA/MuDR
AT5TE96660	true	26831419	26831624	ATREP11	RC/Helitron
AT5TE50890	false	14232765	14232971	ATMUNX1	DNA/MuDR
AT5TE77570	false	21532126	21532191	HELITRONY3	RC/Helitron
AT5TE35855	true	9854270	9854346	ATREP1	RC/Helitron
AT5TE43935	true	12375271	12380790	ATGP10	LTR/Gypsy
AT5TE11790	true	3242196	3242404	ATDNAI27T9C	DNA/MuDR
AT5TE71730	false	19929915	19930121	ATREP1	RC/Helitron
AT5TE62530	false	17302773	17302959	HELITRONY1D	RC/Helitron
AT5TE70790	true	19671614	19671822	ATREP4	RC/Helitron
AT5TE32805	false	9068734	9068937	ATREP14	RC/Helitron
AT5TE33170	true	9169322	9169527	HELITRONY3	RC/Helitron
AT5TE38950	false	10700180	10700383	HELITRONY2	RC/Helitron
AT5TE37925	false	10389983	10390075	ATREP3	RC/Helitron
AT5TE37095	true	10184589	10184790	HELITRON4	RC/Helitron
AT5TE50735	true	14199692	14199719	ATHAT10	DNA/HAT
AT5TE40395	false	11158085	11158265	ATHILA4C	LTR/Gypsy
AT5TE20320	false	5610343	5610543	ATTIRX1B	DNA
AT5TE55900	false	15447374	15447573	HELITRONY3A	RC/Helitron
AT5TE33540	false	9272140	9274532	ATCOPIA63	LTR/Copia
AT5TE08875	false	2444511	2444710	ATLINE2	LINE/L1
AT5TE33865	true	9348229	9348429	ATHILA7	LTR/Gypsy
AT5TE20680	false	5717313	5717511	RathE3_cons	RathE3_cons
AT5TE51415	true	14341492	14341692	HELITRONY1A	RC/Helitron
AT5TE51320	true	14330521	14330721	HELITRONY1A	RC/Helitron
AT5TE39335	true	10822865	10823065	VANDAL1	DNA/MuDR
AT5TE38780	true	10653729	10653929	ATDNA12T3_2	DNA
AT5TE10390	true	2860540	2860740	RP1_AT	DNA
AT5TE26490	false	7328185	7328229	ATREP5	RC/Helitron
AT5TE49890	true	13991426	13991628	HELITRONY1E	RC/Helitron
AT5TE95130	false	26415607	26415807	ATCOPIA32B	LTR/Copia
AT5TE68900	true	19151811	19151914	ATREP11	RC/Helitron
AT5TE56560	false	15636219	15639175	TAG2	DNA/HAT
AT5TE48195	true	13568378	13570854	ATIS112A	DNA/Harbinger
AT5TE78950	false	21924566	21924768	ATTIRTA1	DNA/Tc1
AT5TE41585	false	11495269	11495471	TAG1	DNA/HAT
AT5TE11325	false	3114081	3114282	ATREP5	RC/Helitron
AT5TE41300	true	11413402	11415810	ATHILA3	LTR/Gypsy
AT5TE53145	false	14746816	14746978	RathE3_cons	RathE3_cons
AT5TE69240	false	19246340	19246542	ATCOPIA62	LTR/Copia
AT5TE88485	true	24587192	24587395	ATREP11A	RC/Helitron
AT5TE48685	false	13681846	13682047	ATREP6	RC/Helitron
AT5TE23440	false	6477876	6478077	ATMU1	DNA/MuDR
AT5TE65420	true	18160353	18160556	ATCOPIA96	LTR/Copia
AT5TE62520	true	17298376	17298579	ATDNA2T9C	DNA/MuDR
AT5TE48025	true	13537892	13537916	ATHILA6B	LTR/Gypsy
AT5TE40995	false	11310685	11310755	ATDNA12T3_2	DNA
AT5TE41010	false	11311994	11312064	ATDNA12T3_2	DNA
AT5TE47785	true	13474233	13474304	ATREP4	RC/Helitron
AT5TE50380	false	14113154	14118424	ATCOPIA91	LTR/Copia
AT5TE52950	false	14696834	14697814	HELITRONY1E	RC/Helitron
AT5TE36475	false	10019253	10020233	ATCOPIA95	LTR/Copia
AT5TE30045	false	8312112	8313095	ATREP4	RC/Helitron
AT5TE43250	false	12128944	12128970	ATHILA2	LTR/Gypsy
AT5TE90570	false	25172317	25173296	ATREP10D	RC/Helitron
AT5TE60970	false	16885851	16886830	ATREP3	RC/Helitron
AT5TE58420	true	16160285	16161266	ATREP5	RC/Helitron
AT5TE31125	false	8601781	8602757	ATREP1	RC/Helitron
AT5TE43315	true	12165095	12170358	ATHILA	LTR/Gypsy
AT5TE43985	true	12411817	12412796	ATHILA6A	LTR/Gypsy
AT5TE82585	true	22956222	22957218	ATCOPIA62	LTR/Copia
AT5TE31025	false	8577870	8578115	ATREP9	RC/Helitron
AT5TE94375	false	26209504	26210488	AT9NMU1	DNA/MuDR
AT5TE37690	false	10317188	10319934	ATLANTYS3	LTR/Gypsy
AT5TE69920	false	19433748	19434734	ATREP4	RC/Helitron
AT5TE57845	true	16019285	16020273	ATREP4	RC/Helitron
AT5TE12250	false	3372196	3373187	VANDAL22	DNA/MuDR
AT5TE41515	true	11480163	11480184	ATHILA4B_LTR	LTR/Gypsy
AT5TE41505	true	11479190	11479683	ATHILA4B_LTR	LTR/Gypsy
AT5TE46440	true	13057488	13058483	ATHILA4C	LTR/Gypsy
AT5TE44355	false	12517297	12522612	ATHILA2	LTR/Gypsy
AT5TE69770	false	19395606	19396597	ATREP15	RC/Helitron
AT5TE70175	false	19498747	19499722	VANDAL18NB	DNA/MuDR
AT5TE44670	false	12607213	12608479	ATLANTYS2	LTR/Gypsy
AT5TE31570	false	8727112	8728101	HELITRONY3	RC/Helitron
AT5TE63415	false	17542001	17542988	ATREP5	RC/Helitron
AT5TE37505	true	10271370	10271394	ATREP3	RC/Helitron
AT5TE60080	true	16641990	16642980	ATREP10D	RC/Helitron
AT5TE41045	true	11316774	11318989	ATLANTYS3	LTR/Gypsy
AT5TE59610	false	16510357	16511346	ATREP9	RC/Helitron
AT5TE69960	false	19443312	19444302	ATREP10D	RC/Helitron
AT5TE39560	false	10886047	10888108	ATGP10	LTR/Gypsy
AT5TE41840	true	11572368	11573345	ATHILA2	LTR/Gypsy
AT5TE50260	false	14083274	14088529	ATCOPIA18A	LTR/Copia
AT5TE28290	false	7818048	7819010	SIMPLEGUY1	DNA/Harbinger
AT5TE47430	true	13385450	13386414	ARNOLDY2	DNA/MuDR
AT5TE36300	false	9973454	9974417	ATREP4	RC/Helitron
AT5TE14165	false	3904621	3909856	ATGP3	LTR/Gypsy
AT5TE81585	false	22676361	22677324	ATREP3	RC/Helitron
AT5TE76745	true	21314655	21314684	ATREP4	RC/Helitron
AT5TE36230	true	9949205	9954436	ATCOPIA86	LTR/Copia
AT5TE69980	true	19448973	19449012	ATREP5	RC/Helitron
